scenario,x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
baseline_spatial_system,13,17,424.507531,0.152243,0.508890,32.888621,45.607417,9.108154
baseline_spatial_system,13,18,389.741247,0.126095,0.496068,24.378914,49.641995,7.696009
baseline_spatial_system,13,19,355.356602,0.107359,0.497581,18.983046,53.247854,6.550611
baseline_spatial_system,13,20,321.020713,0.093934,0.486739,14.677521,54.056873,5.830711
baseline_spatial_system,13,21,287.283283,0.084315,0.450873,10.921162,50.754297,5.550907
baseline_spatial_system,13,22,255.356154,0.077422,0.402700,7.961497,44.486098,5.613938
baseline_spatial_system,13,23,226.786100,0.072484,0.368383,6.055595,37.458890,5.896845
baseline_spatial_system,13,24,203.079307,0.068945,0.363253,5.086005,31.108703,6.324743
baseline_spatial_system,13,25,185.345249,0.066409,0.377510,4.646637,25.878158,6.895757
baseline_spatial_system,14,1,234.277865,0.105049,0.387580,9.538626,19.329336,11.524128
baseline_spatial_system,14,2,229.975795,0.122871,0.373255,10.547223,22.091068,9.959513
baseline_spatial_system,14,3,216.061746,0.147744,0.368476,11.762424,25.360161,8.196526
baseline_spatial_system,14,4,244.098393,0.182456,0.392001,17.458652,29.276850,8.062212
baseline_spatial_system,14,5,297.388662,0.230902,0.438222,30.091599,34.038266,8.487539
baseline_spatial_system,14,6,320.411470,0.298513,0.482504,46.149975,39.870100,7.839753
baseline_spatial_system,14,7,315.357922,0.392871,0.504023,62.445875,46.861646,6.588948
baseline_spatial_system,14,8,339.082873,0.524559,0.505098,89.841342,54.520636,6.107330
baseline_spatial_system,14,9,405.686529,0.708344,0.509225,146.333766,61.148668,6.527679
baseline_spatial_system,14,10,462.761373,0.964837,0.539510,240.885539,64.089399,7.109627
baseline_spatial_system,14,11,481.730513,0.851890,0.597033,245.011008,61.960729,7.651286
baseline_spatial_system,14,12,503.605668,0.627414,0.657442,207.731256,56.369236,8.778323
baseline_spatial_system,14,13,548.169423,0.466570,0.681369,174.266397,50.182095,10.710179
baseline_spatial_system,14,14,552.023251,0.351320,0.642692,124.641624,45.276644,11.928766
baseline_spatial_system,14,15,494.971484,0.268740,0.581094,77.296317,42.264685,11.440543
baseline_spatial_system,14,16,417.964857,0.209569,0.537036,47.040262,41.071141,9.934717
baseline_spatial_system,14,17,380.194855,0.167171,0.522490,33.208124,41.298978,8.988275
baseline_spatial_system,14,18,376.908068,0.136791,0.521907,26.908295,42.282268,8.708141
baseline_spatial_system,14,19,351.193819,0.115023,0.508920,20.558058,43.069374,7.969113
baseline_spatial_system,14,20,292.386477,0.099426,0.470988,13.691987,42.650774,6.698311
baseline_spatial_system,14,21,253.888645,0.088250,0.420880,9.430079,40.495079,6.118524
baseline_spatial_system,14,22,260.227244,0.080242,0.384777,8.034574,36.874090,6.870851
baseline_spatial_system,14,23,263.972592,0.074504,0.378012,7.434364,32.544757,7.869265
baseline_spatial_system,14,24,226.949336,0.070393,0.390783,6.242975,28.205565,7.770757
baseline_spatial_system,14,25,185.539360,0.067447,0.396986,4.967877,24.255325,7.346544
baseline_spatial_system,15,1,224.199059,0.098774,0.357820,7.923953,18.678343,11.393188
baseline_spatial_system,15,2,196.531389,0.114114,0.351087,7.873806,21.520218,8.726887
baseline_spatial_system,15,3,257.755593,0.135522,0.372383,13.007908,25.071904,9.886336
baseline_spatial_system,15,4,246.338270,0.165399,0.416053,16.951714,29.656089,8.035541
baseline_spatial_system,15,5,264.247769,0.207096,0.457396,25.030921,35.795575,7.181509
baseline_spatial_system,15,6,319.074483,0.265290,0.475506,40.250225,44.288003,7.045453
baseline_spatial_system,15,7,298.309594,0.346505,0.472589,48.849494,56.116653,5.222813
baseline_spatial_system,15,8,366.181780,0.459850,0.471986,79.477053,71.588551,5.044622
baseline_spatial_system,15,9,386.151785,0.618035,0.496618,118.520501,87.600335,4.358356
baseline_spatial_system,15,10,400.854860,0.838801,0.547487,184.085747,95.360810,4.159937
baseline_spatial_system,15,11,478.746624,0.980044,0.601522,282.229732,88.711938,5.336487
baseline_spatial_system,15,12,463.249705,0.719241,0.629695,209.806679,73.964638,6.179576
baseline_spatial_system,15,13,501.225013,0.532367,0.618459,165.026776,60.049368,8.210159
baseline_spatial_system,15,14,494.971484,0.398465,0.581094,114.608655,50.178391,9.671494
baseline_spatial_system,15,15,430.549320,0.302521,0.549004,71.507901,44.100022,9.546543
baseline_spatial_system,15,16,442.362899,0.233774,0.539337,55.774403,40.799734,10.582912
baseline_spatial_system,15,17,371.282777,0.184514,0.540328,37.016270,39.319568,9.208501
baseline_spatial_system,15,18,347.265352,0.149219,0.527370,27.327481,38.812515,8.722517
baseline_spatial_system,15,19,341.919765,0.123928,0.488727,20.709018,38.489065,8.658594
baseline_spatial_system,15,20,271.730671,0.105806,0.437561,12.580231,37.674519,7.026090
baseline_spatial_system,15,21,292.570641,0.092822,0.400255,10.869675,35.972870,7.913117
baseline_spatial_system,15,22,250.648995,0.083518,0.392250,8.211223,33.373394,7.291948
baseline_spatial_system,15,23,222.883109,0.076851,0.403804,6.916689,30.166660,7.151331
baseline_spatial_system,15,24,245.205073,0.072074,0.408843,7.225483,26.739869,8.839446
baseline_spatial_system,15,25,185.117924,0.068652,0.388810,4.941260,23.411936,7.583091
baseline_spatial_system,16,1,198.220928,0.093373,0.335008,6.200503,18.150448,10.350720
baseline_spatial_system,16,2,231.865921,0.106576,0.354242,8.753804,21.110191,10.486835
baseline_spatial_system,16,3,213.314169,0.125002,0.395560,10.547517,24.987490,8.208341
baseline_spatial_system,16,4,271.940530,0.150718,0.434217,17.796965,30.312978,8.684595
baseline_spatial_system,16,5,242.683461,0.186607,0.449249,20.344901,38.053861,6.214071
baseline_spatial_system,16,6,313.039953,0.236694,0.442804,32.809484,50.022961,6.135276
baseline_spatial_system,16,7,289.519441,0.306597,0.438168,38.894306,69.573890,4.102359
baseline_spatial_system,16,8,355.398986,0.404154,0.458251,65.821266,101.809446,3.456871
baseline_spatial_system,16,9,352.495290,0.540305,0.504218,96.030969,146.767163,2.385478
baseline_spatial_system,16,10,398.224980,0.730320,0.553733,161.043110,174.019629,2.275316
baseline_spatial_system,16,11,420.495576,0.995507,0.580149,242.854142,148.067249,2.820845
baseline_spatial_system,16,12,429.381923,0.825928,0.574805,203.847924,104.524134,4.069040
baseline_spatial_system,16,13,460.946227,0.608812,0.552530,155.056198,73.922167,6.152334
baseline_spatial_system,16,14,417.964857,0.453241,0.537036,101.735472,56.306041,7.293557
baseline_spatial_system,16,15,442.362899,0.341769,0.539337,81.540216,46.616146,9.290187
baseline_spatial_system,16,16,367.759148,0.261897,0.547399,52.722655,41.479250,8.657383
baseline_spatial_system,16,17,388.979753,0.204665,0.538186,42.845347,38.969430,9.731931
baseline_spatial_system,16,18,315.985434,0.163657,0.501291,25.923386,37.884264,8.126306
baseline_spatial_system,16,19,328.524502,0.134274,0.450709,19.881744,37.335329,8.569758
baseline_spatial_system,16,20,277.746374,0.113219,0.413316,12.997250,36.607131,7.385471
baseline_spatial_system,16,21,271.276862,0.098133,0.404843,10.777455,35.201478,7.493530
baseline_spatial_system,16,22,252.468626,0.087324,0.415720,9.165169,32.945012,7.437577
baseline_spatial_system,16,23,222.015675,0.079578,0.419978,7.420013,29.999553,7.161899
baseline_spatial_system,16,24,234.671665,0.074028,0.399125,6.933750,26.716087,8.466984
baseline_spatial_system,16,25,184.145527,0.070052,0.359091,4.632178,23.442244,7.533904
baseline_spatial_system,17,1,178.036684,0.088725,0.337835,5.336525,17.632202,9.555321
baseline_spatial_system,17,2,227.153149,0.100088,0.377072,8.572877,20.674215,10.480340
baseline_spatial_system,17,3,244.094464,0.115948,0.413373,11.699397,24.795160,9.462801
baseline_spatial_system,17,4,219.992702,0.138082,0.425745,12.932846,30.705124,6.938711
baseline_spatial_system,17,5,254.929468,0.168972,0.416308,17.932851,39.808442,6.246979
baseline_spatial_system,17,6,302.912065,0.212082,0.408339,26.232607,55.133794,5.396251
baseline_spatial_system,17,7,289.190264,0.272248,0.424781,33.443661,83.921686,3.405376
baseline_spatial_system,17,8,300.551153,0.356216,0.466947,49.991855,145.047752,2.057896
baseline_spatial_system,17,9,363.007154,0.473403,0.512893,88.139975,278.946623,1.296701
baseline_spatial_system,17,10,373.437066,0.636950,0.536880,127.702711,412.930817,0.902173
baseline_spatial_system,17,11,359.013292,0.865198,0.531912,165.221375,280.381093,1.275897
baseline_spatial_system,17,12,402.489767,0.949882,0.514702,196.779827,148.017366,2.700959
baseline_spatial_system,17,13,424.507531,0.697628,0.508890,150.707028,88.623758,4.736551
baseline_spatial_system,17,14,380.194855,0.516881,0.522490,102.677343,61.852975,6.048956
baseline_spatial_system,17,15,371.282777,0.387369,0.540328,77.711862,48.898669,7.440735
baseline_spatial_system,17,16,388.979753,0.294570,0.538186,61.666408,42.554714,8.930830
baseline_spatial_system,17,17,342.184114,0.228077,0.505889,39.481767,39.758279,8.395451
baseline_spatial_system,17,18,296.467940,0.180432,0.458072,24.503382,38.941403,7.422572
baseline_spatial_system,17,19,312.260405,0.146294,0.422195,19.286601,39.019948,7.802619
baseline_spatial_system,17,20,294.299163,0.121832,0.414419,14.859025,39.000952,7.357304
baseline_spatial_system,17,21,236.599236,0.104305,0.425465,10.499792,38.015752,6.064198
baseline_spatial_system,17,22,238.693218,0.091746,0.429559,9.406949,35.662649,6.510528
baseline_spatial_system,17,23,252.133303,0.082747,0.408338,8.519249,32.202546,7.593794
baseline_spatial_system,17,24,204.028645,0.076299,0.367817,5.725849,28.269786,6.970623
baseline_spatial_system,17,25,182.723877,0.071679,0.332869,4.359715,24.429869,7.185404
baseline_spatial_system,18,1,179.284341,0.084724,0.360641,5.477993,17.037792,9.939373
baseline_spatial_system,18,2,184.189715,0.094504,0.394918,6.874231,20.070139,8.741742
baseline_spatial_system,18,3,207.262453,0.108155,0.405029,9.079299,24.246230,8.209640
baseline_spatial_system,18,4,241.215899,0.127206,0.393084,12.061398,30.351099,7.694017
baseline_spatial_system,18,5,272.267011,0.153793,0.382366,16.010700,39.981154,6.643713
baseline_spatial_system,18,6,289.477073,0.190898,0.395857,21.875359,56.757186,5.011966
baseline_spatial_system,18,7,292.084496,0.242684,0.434972,30.832584,90.200217,3.202673
baseline_spatial_system,18,8,289.806172,0.314955,0.477992,43.629232,170.736692,1.687503
baseline_spatial_system,18,9,295.850724,0.415819,0.499609,61.462036,411.335493,0.717500
baseline_spatial_system,18,10,317.344227,0.556585,0.493545,87.174514,812.033327,0.390321
baseline_spatial_system,18,11,349.677036,0.753041,0.477464,125.726209,412.876619,0.844882
baseline_spatial_system,18,12,378.734225,1.000000,0.475723,180.172590,173.923028,2.165148
baseline_spatial_system,18,13,389.741247,0.800818,0.496068,154.828694,95.244261,4.049501
baseline_spatial_system,18,14,376.908068,0.590819,0.521907,116.220610,63.989210,5.799548
baseline_spatial_system,18,15,347.265352,0.440349,0.527370,80.644297,49.863617,6.827382
baseline_spatial_system,18,16,315.985434,0.332532,0.501291,52.673233,43.492370,7.102014
baseline_spatial_system,18,17,296.467940,0.255278,0.458072,34.667629,41.387156,6.994287
baseline_spatial_system,18,18,291.980082,0.199922,0.425362,24.829829,41.962843,6.796107
baseline_spatial_system,18,19,294.338217,0.160259,0.419636,19.794368,44.051814,6.533327
baseline_spatial_system,18,20,290.279503,0.131839,0.431916,16.529430,46.084416,6.165087
baseline_spatial_system,18,21,271.073006,0.111475,0.436666,13.195078,46.078948,5.757839
baseline_spatial_system,18,22,238.836625,0.096883,0.415703,9.619063,42.965835,5.432323
baseline_spatial_system,18,23,205.314310,0.086428,0.375170,6.657356,37.619048,5.316400
baseline_spatial_system,18,24,183.996206,0.078936,0.340034,4.938650,31.746198,5.618857
baseline_spatial_system,18,25,180.976930,0.073569,0.331191,4.409553,26.461020,6.590321
baseline_spatial_system,19,1,197.297883,0.081280,0.378734,6.073498,16.319047,11.391960
baseline_spatial_system,19,2,210.889728,0.089698,0.386935,7.319438,19.223685,10.427859
baseline_spatial_system,19,3,225.406199,0.101447,0.372894,8.526908,23.218879,9.307045
baseline_spatial_system,19,4,240.783431,0.117844,0.359900,10.212154,29.023213,8.019909
baseline_spatial_system,19,5,256.907061,0.140728,0.370969,13.412061,38.048648,6.579154
baseline_spatial_system,19,6,273.583046,0.172665,0.407586,19.253664,53.329184,5.035655
baseline_spatial_system,19,7,290.497648,0.217237,0.448166,28.282373,82.107319,3.495452
baseline_spatial_system,19,8,307.167738,0.279442,0.467634,40.139620,143.257303,2.129305
baseline_spatial_system,19,9,322.890139,0.366256,0.460076,54.408813,277.210280,1.160597
baseline_spatial_system,19,10,336.714313,0.487415,0.443645,72.810895,411.275977,0.816721
baseline_spatial_system,19,11,347.484642,0.656506,0.443214,101.108368,278.837604,1.241737
baseline_spatial_system,19,12,354.008045,0.892491,0.466802,147.485472,146.629894,2.397943
baseline_spatial_system,19,13,355.356602,0.920708,0.497581,162.798219,87.475899,4.016423
baseline_spatial_system,19,14,351.193819,0.676724,0.508920,120.950671,61.111822,5.654219
baseline_spatial_system,19,15,341.919765,0.501902,0.488727,83.870581,48.895335,6.852740
baseline_spatial_system,19,16,328.524502,0.376637,0.450709,55.768201,43.924204,7.312862
baseline_spatial_system,19,17,312.260405,0.286880,0.422195,37.820818,43.656323,6.992524
baseline_spatial_system,19,18,294.338217,0.222567,0.419636,27.490326,47.266774,6.098154
baseline_spatial_system,19,19,275.758168,0.176484,0.434180,21.130240,54.184405,4.997031
baseline_spatial_system,19,20,257.266583,0.143465,0.440470,16.257152,62.023403,4.082080
baseline_spatial_system,19,21,239.382217,0.119805,0.420490,12.059314,65.009315,3.626491
baseline_spatial_system,19,22,222.446104,0.102852,0.380528,8.706124,59.111229,3.700575
baseline_spatial_system,19,23,206.670645,0.090705,0.345664,6.479828,48.153591,4.204589
baseline_spatial_system,19,24,192.179196,0.082001,0.336882,5.308891,37.639196,4.973685
baseline_spatial_system,19,25,179.035060,0.075764,0.351877,4.773025,29.526632,5.864881
baseline_spatial_system,20,1,211.539025,0.078316,0.371224,6.149999,15.468307,12.845220
baseline_spatial_system,20,2,216.259761,0.085562,0.355427,6.576653,18.136730,11.300769
baseline_spatial_system,20,3,199.807633,0.095674,0.340541,6.509911,21.745867,8.784349
baseline_spatial_system,20,4,193.233038,0.109787,0.349604,7.416673,26.845496,6.939472
baseline_spatial_system,20,5,216.850856,0.129483,0.384149,10.786368,34.420332,6.122214
baseline_spatial_system,20,6,256.073647,0.156972,0.422677,16.990093,46.295477,5.414337
baseline_spatial_system,20,7,278.464527,0.195335,0.440248,23.946804,65.828854,4.166831
baseline_spatial_system,20,8,271.792242,0.248876,0.431152,29.164164,98.119105,2.742077
baseline_spatial_system,20,9,258.012579,0.323597,0.413816,34.550396,143.193722,1.789347
baseline_spatial_system,20,10,266.617827,0.427879,0.413429,47.164055,170.615190,1.553579
baseline_spatial_system,20,11,298.934534,0.573417,0.438285,75.128282,144.882866,2.049141
baseline_spatial_system,20,12,325.717841,0.776531,0.471658,119.296590,101.632581,3.173630
baseline_spatial_system,20,13,321.020713,1.000000,0.486739,156.253293,71.463131,4.430125
baseline_spatial_system,20,14,292.386477,0.776531,0.470988,106.936534,54.571870,5.261412
baseline_spatial_system,20,15,271.730671,0.573417,0.437561,68.178537,46.215153,5.755158
baseline_spatial_system,20,16,277.746374,0.427879,0.413316,49.119309,43.649743,6.220559
baseline_spatial_system,20,17,294.299163,0.323597,0.414419,39.466937,46.179831,6.237817
baseline_spatial_system,20,18,290.279503,0.248876,0.431916,31.203091,54.899651,5.192868
baseline_spatial_system,20,19,257.266583,0.195335,0.440470,22.135054,72.420915,3.503996
baseline_spatial_system,20,20,220.285383,0.156972,0.422154,14.597500,98.412951,2.215862
baseline_spatial_system,20,21,208.839704,0.129483,0.383361,10.366573,113.629325,1.821870
baseline_spatial_system,20,22,222.482886,0.109787,0.349276,8.531322,95.728411,2.300078
baseline_spatial_system,20,23,231.691462,0.095674,0.340974,7.558321,66.862662,3.414123
baseline_spatial_system,20,24,213.032350,0.085562,0.356224,6.493024,46.040894,4.528663
baseline_spatial_system,20,25,177.021098,0.078316,0.371651,5.152398,33.242773,5.169590
baseline_spatial_system,21,1,204.623304,0.075764,0.340364,5.276720,14.511064,13.192087
baseline_spatial_system,21,2,168.718888,0.082001,0.323896,4.481144,16.870852,9.441010
baseline_spatial_system,21,3,204.433673,0.090705,0.331287,6.143103,19.974219,9.746903
baseline_spatial_system,21,4,227.842439,0.102852,0.364101,8.532377,24.178741,9.049000
baseline_spatial_system,21,5,195.058313,0.119805,0.400894,9.368485,30.040256,6.284043
baseline_spatial_system,21,6,237.759767,0.143465,0.416811,14.217461,38.379978,6.037580
baseline_spatial_system,21,7,255.051619,0.176484,0.406264,18.286988,50.188951,4.982552
baseline_spatial_system,21,8,224.987762,0.222567,0.387844,19.421183,65.764245,3.369884
baseline_spatial_system,21,9,271.414307,0.286880,0.386933,30.127914,81.978998,3.270880
baseline_spatial_system,21,10,279.223640,0.376637,0.412028,43.331325,90.014805,3.067893
baseline_spatial_system,21,11,249.050205,0.501902,0.446551,55.818349,83.696829,2.940490
baseline_spatial_system,21,12,293.616700,0.676724,0.463723,92.140527,69.348674,4.173735
baseline_spatial_system,21,13,287.283283,0.920708,0.450873,119.257719,55.972713,5.042472
baseline_spatial_system,21,14,253.888645,0.892491,0.420880,95.368496,46.968051,5.292870
baseline_spatial_system,21,15,292.570641,0.656506,0.400255,76.878634,42.501289,6.725563
